filter,site,lat,lng,device,deploy_start,shutdown_mode,flow_avg_l_min,sample_vol_L,run_time_filter_hrs,run_time_hrs,gravi_pre_ug,gravi_post_ug,gravi_diff_ug,gravi_con_ugm3,error_flag
J1025,atlanta,33.688,-84.2904,AD00403,2023-06-28T00:00:00,0,1.93,2793.16,24.004,34.99,100324.6667,100370.3333,45.66666667,16.34946321,
J1028,atlanta,33.68799,-84.2905,AD00403,2023-07-24T00:00:00,0,1.93,2791.79,24.004,82.99,100454.6667,100481,26.33333333,9.432419105,
J1029,pretoria,-25.9005,28.10801,AD00103,2023-08-17T00:00:00,2,1.58,2283.59,24.004,37.99,100852.3333,100862,9.666666667,4.233100805,
J1034,pretoria,-25.9005,28.10797,AD00103,2023-09-07T00:00:00,0,1.63,2349.29,24.002,40.88,100419.6667,100494.3333,74.66666667,31.78265206,
J1035,atlanta,33.688,-84.2905,AD00403,2023-07-17T00:00:00,0,1.94,2803.15,24.004,34.99,99449.66667,99505.33333,55.66666667,19.85861144,
J1036,pretoria,-25.9005,28.108,AD00103,2023-07-04T00:00:00,0,1.62,2345.22,24.002,40.63,99526,99535.66667,9.666666667,4.121859214,
J1037,pretoria,-25.9005,28.10801,AD00103,2023-09-12T00:00:00,0,1.58,2278.47,24.002,40.86,101062.3333,101076.6667,14.33333333,6.290771146,
J1040,atlanta,33.68797,-84.2904,AD00403,2023-06-21T00:00:00,0,1.95,2814.85,24.004,34.99,99030.66667,99051.33333,20.66666667,7.342013488,
J1041,pretoria,-25.9005,28.10801,AD00103,2023-07-20T00:00:00,0,1.61,2331.97,24.001,40.97,98732.33333,98736.33333,4,1.715287933,
J1043,pretoria,-25.9004,28.10803,AD00103,2023-09-01T00:00:00,0,1.59,2290.84,24.002,40.96,100071.3333,100073.3333,2,0.873042203,
J1044,pretoria,-25.9005,28.10796,AD00103,2023-06-24T00:00:00,2,1.63,2347.28,24.003,29.99,99765.66667,99774.33333,8.666666667,3.692216807,
J1045,atlanta,33.68796,-84.2904,AD00403,2023-06-17T00:00:00,0,1.89,2730.05,24.004,34.76,100570,100599,29,10.62251607,
J1046,pretoria,-25.9005,28.10801,AD00103,2023-08-12T00:00:00,0,1.61,2324.78,24.001,40.92,100590.6667,100593.3333,2.666666667,1.147061944,
J1047,pretoria,-25.9005,28.10799,AD00103,2023-08-02T00:00:00,0,1.62,2334.19,24.002,40.92,99737.66667,99739.33333,1.666666667,0.714023566,
J1048,pretoria,-25.9005,28.10799,AD00103,2023-07-18T00:00:00,2,1.62,2338.73,24.002,36.99,100135.3333,100205,69.66666667,29.7882469,
J1050,pretoria,-25.9005,28.108,AD00103,2023-08-22T00:00:00,2,1.57,2273.15,24.003,31.32,99220.66667,99233.33333,12.66666667,5.572296886,
J1052,pretoria,-25.9005,28.10801,AD00103,2023-07-01T00:00:00,0,1.62,2343.7,24.002,40.97,97783.33333,97789.33333,6,2.560054614,
J1053,pretoria,-25.9005,28.10802,AD00103,2023-06-27T00:00:00,0,1.63,2348.79,24.003,40.97,99142,99151.66667,9.666666667,4.115594271,
J1054,pretoria,-25.9005,28.10799,AD00103,2023-07-06T00:00:00,0,1.62,2338.85,24.002,40.97,100554.3333,100564,9.666666667,4.133085348,
J1057,atlanta,33.68796,-84.2904,AD00403,2023-07-05T00:00:00,0,1.94,2804.28,24.004,34.99,98514.33333,98604.33333,90,32.09379948,
J1062,pretoria,-25.9005,28.10801,AD00103,2023-11-02T00:00:00,2,1.6,2313.77,24.004,29,99320,99326.66667,6.666666667,2.881300504,
J1063,taichung,24.16222,120.6166,AD00094,2023-07-19T00:00:00,0,1.86,2687.62,24.003,46.97,,,,,
J1064,taichung,24.16227,120.6166,AD00094,2023-08-22T00:00:00,0,1.76,2546,24.004,46.47,,,,,
J1065,taichung,24.16221,120.6166,AD00094,2023-08-09T00:00:00,0,1.86,2686.91,24.003,46.97,,,,,
J1066,taichung,24.16225,120.6166,AD00094,2023-09-14T00:00:00,0,1.85,2669.34,24.001,46.97,,,,,
J1067,pretoria,-25.9005,28.10802,AD00103,2023-10-31T00:00:00,2,1.59,2292.13,24.004,31.42,98338,98341.66667,3.666666667,1.599676574,
J1073,pretoria,-25.9005,28.10803,AD00104,2023-12-03T00:00:00,2,1.85,2005.05,18.026,18.02,,,,,
J1075,taichung,24.16221,120.6166,AD00094,2023-08-02T00:00:00,0,1.78,2574.97,24,46.81,99463.33333,99481,17.66666667,6.860921357,
J1081,manesar,28.31764,76.91597,AD00088,2023-07-04T04:20:00,2,1.81,1398.21,12.852,12.85,,,,,
J1085,manesar,28.31773,76.916,AD00088,2023-08-03T04:20:00,2,1.82,1412.66,12.935,12.93,,,,,
J1086,manesar,28.31766,76.916,AD00088,2023-07-06T04:00:00,2,1.82,1169.01,10.687,10.68,,,,,
J1090,taichung,24.16222,120.6166,AD00094,2023-08-25T00:00:00,0,1.86,2679.68,24.001,46.96,,,,,
J1092,manesar,28.31759,76.91604,AD00408,2023-12-06T00:00:00,0,1.83,2645.66,24.004,42.97,,,,,
J1097,manesar,28.31766,76.91599,AD00408,2023-12-15T00:00:00,1,1.83,2636.67,24.004,25.89,,,,,
J1098,pretoria,-25.9005,28.108,AD00103,2023-10-24T00:00:00,0,1.57,2268.09,24.002,39.81,,,,,
J1105,manesar,28.31769,76.91593,AD00088,2023-07-27T04:00:00,2,1.79,1114.35,10.341,10.34,,,,,
J1108,pretoria,-25.9005,28.10801,AD00103,2023-11-04T00:00:00,2,1.6,2315.52,24,35.17,99827,99834.33333,7.333333333,3.167035194,
J1109,manesar,28.3177,76.91593,AD00088,2023-08-11T04:00:00,2,1.8,1520.76,14.022,14.02,,,,,
J1114,pretoria,-25.9005,28.10804,AD00103,2023-10-02T07:01:00,0,1.57,1589.49,16.879,16.87,,,,,
J1115,taichung,24.16223,120.6165,AD00094,2023-08-19T00:00:00,0,1.86,2687.64,24.004,46.96,,,,,
J1116,taichung,24.16221,120.6166,AD00094,2023-08-17T00:00:00,0,1.86,2686.01,24.003,46.63,,,,,
J1118,pretoria,-25.9005,28.10801,AD00103,2023-10-20T00:00:00,0,1.59,2290.07,24.003,40.29,,,,,
J1122,tainan,22.99466,120.2222,AD00406,2024-07-09T01:01:00,0,1.9,2629.27,22.975,22.97,,,,,
J1124,tainan,22.99462,120.2222,AD00406,2024-07-12T01:01:00,0,1.9,2627.2,22.975,22.97,,,,,
J1126,pretoria,-25.9005,28.10801,AD00103,2023-10-14T00:00:00,0,1.55,2233.02,24.003,64.09,,,,,
J1136,pretoria,-25.9005,28.10801,AD00103,2023-09-18T00:00:00,0,1.62,2338.46,24.002,38.83,,,,,
J1137,pretoria,-25.9005,28.10797,AD00103,2023-09-21T07:00:00,2,1.64,1162.9,11.811,11.81,,,,,
J1138,pretoria,-25.9004,28.10801,AD00103,2023-10-04T07:01:00,2,1.63,1255.9,12.79,12.79,,,,,
J1139,manesar,28.31764,76.91598,AD00088,2023-08-09T04:00:00,2,1.82,995.47,9.114,9.11,,,,,
J1147,pretoria,-25.9005,28.10797,AD00103,2023-09-20T00:00:00,0,1.55,2236.84,24.002,40.79,,,,,
J1150,manesar,28.31764,76.91599,AD00088,2023-07-18T04:01:00,2,1.74,934.59,8.924,8.92,,,,,
J1153,manesar,28.31767,76.916,AD00408,2023-12-12T00:00:00,0,1.83,2640.94,24.004,26.04,,,,,
J1159,pretoria,-25.9005,28.10799,AD00103,2023-10-07T07:01:00,2,1.62,1481.53,15.244,15.24,,,,,
J1160,manesar,28.31768,76.91603,AD00088,2023-07-25T04:00:00,2,1.79,621.78,5.779,5.77,,,,,
J1163,manesar,28.31766,76.91595,AD00088,2023-07-20T04:00:00,2,1.81,1140.95,10.483,10.48,,,,,
J1164,pretoria,-25.9005,28.10797,AD00103,2023-09-28T00:00:00,2,1.56,2256.07,24.002,42.51,,,,,
J1166,atlanta,33.68798,-84.2904,AD00403,2023-09-08T00:00:00,0,1.89,2725.55,24.004,34.99,99991.33333,100019.6667,28.33333333,10.39545535,
J1167,pasadena,34.19944,-118.173,AD00402,2023-08-27T00:00:00,0,1.87,2701.39,24.003,31.98,98479.66667,98499.33333,19.66666667,7.280202661,
J1168,atlanta,33.68801,-84.2905,AD00403,2023-07-27T00:00:00,0,1.94,2796.82,24.004,34.99,101155,101201.6667,46.66666667,16.68561676,
J1169,atlanta,33.68796,-84.2905,AD00403,2023-08-09T00:00:00,0,1.92,2773.02,24.004,34.99,100803,100830,27,9.73667698,
J1170,pasadena,34.19939,-118.173,AD00402,2023-07-15T00:00:00,0,1.85,2673.73,24.004,31.98,100155.3333,100197,41.66666667,15.58372261,
J1171,pasadena,34.19944,-118.173,AD00402,2023-09-22T00:00:00,0,1.79,2585.96,24.001,31.93,100521.3333,100554.6667,33.33333333,12.89011947,
J1173,atlanta,33.68797,-84.2904,AD00409,2023-10-23T00:00:00,0,1.86,2688.02,24.003,82.99,98950.66667,98976.33333,25.66666667,9.548540065,
J1174,pasadena,34.19944,-118.173,AD00402,2023-08-12T00:00:00,0,1.81,2613.74,24.004,31.97,98875.33333,98902.33333,27,10.33002517,
J1176,pasadena,34.1994,-118.173,AD00402,2023-08-23T00:00:00,0,1.86,2678.4,24.003,31.99,100343,100364.6667,21.66666667,8.089406611,
J1177,pasadena,34.19938,-118.173,AD00402,2023-09-28T00:00:00,0,1.81,2619.07,24.003,31.97,99926.33333,99970,43.66666667,16.6725848,
J1178,pasadena,34.1994,-118.173,AD00402,2023-07-21T00:00:00,0,1.84,2652.14,24.004,31.98,101397.3333,101428.3333,31,11.68867405,
J1179,atlanta,33.68801,-84.2905,AD00409,2023-10-13T00:00:00,0,1.87,2700.68,24.004,82.99,100386,100432,46,17.03274731,
J1180,pasadena,34.19938,-118.173,AD00402,2023-10-08T00:00:00,0,1.84,2651.5,24.001,55.94,100990.3333,101010.6667,20.33333333,7.668615249,
J1181,pasadena,34.19942,-118.173,AD00402,2023-07-18T00:00:00,0,1.84,2658.8,24.004,31.65,99426.66667,99465.33333,38.66666667,14.54290156,
J1182,atlanta,33.79709,-84.3228,AD00410,2024-03-01T14:01:00,1,2,2880.51,24.004,120.08,,,,,
J1183,pasadena,34.19947,-118.173,AD00402,2023-10-04T00:00:00,0,1.79,2584.95,24.002,31.96,99791.33333,99814.33333,23,8.897657595,
J1184,atlanta,33.68795,-84.2904,AD00409,2023-09-08T00:00:00,0,1.9,2735.79,24.004,34.99,100811,100845.6667,34.66666667,12.6715379,
J1185,atlanta,33.68801,-84.2905,AD00407,2023-10-11T00:00:00,0,1.86,2685.99,24.004,34.99,100752.6667,100771,18.33333333,6.825540428,
J1186,pasadena,34.19947,-118.173,AD00402,2023-09-16T00:00:00,0,1.79,2580.92,24.004,31.98,100841.3333,100874.3333,33,12.78613828,
J1187,pasadena,34.1994,-118.173,AD00402,2023-08-02T00:00:00,0,1.9,2745.88,24.004,31.98,99053.66667,99087.66667,34,12.38218713,
J1188,atlanta,33.68799,-84.2904,AD00409,2023-11-18T00:00:00,0,1.78,2576.3,24.001,33.7,,,,,
J1190,pasadena,34.1994,-118.173,AD00402,2023-07-12T00:00:00,0,1.85,2675.82,24.004,31.65,100138.3333,100169.3333,31,11.58523369,
J1191,atlanta,33.68796,-84.2904,AD00409,2023-08-24T00:00:00,0,1.91,2755.39,24.004,34.99,99171,99260.66667,89.66666667,32.54227774,
J1192,pasadena,34.1994,-118.173,AD00402,2023-07-06T00:00:00,0,1.85,2674.96,24.004,31.65,99754.33333,99833.33333,79,29.5331519,
J1194,atlanta,33.68794,-84.2904,AD00409,2023-09-20T00:00:00,0,1.89,2726.99,24.004,34.98,99517,99544.66667,27.66666667,10.14549619,
J1195,pasadena,34.19943,-118.173,AD00402,2023-10-01T00:00:00,0,1.84,2654.36,24.001,31.96,99444,99460.66667,16.66666667,6.278977481,
J1196,pasadena,34.19944,-118.173,AD00402,2023-08-05T00:00:00,2,1.9,1497.44,13.099,13.09,100308.6667,100331,22.33333333,14.9143427,
J1197,atlanta,33.68802,-84.2904,AD00403,2023-09-02T00:00:00,0,1.89,2734.4,24.004,34.99,99080,99103,23,8.411351668,
J1198,atlanta,33.68801,-84.2905,AD00405,2024-02-07T14:00:00,0,1.77,1053.33,9.898,9.89,,,,,
J1199,atlanta,33.68798,-84.2905,AD00409,2023-09-02T00:00:00,0,1.89,2731.69,24.004,34.99,99975,100000.3333,25.33333333,9.273868314,
J1200,atlanta,33.68797,-84.2905,AD00403,2023-08-12T00:00:00,0,1.92,2770.05,24.004,34.99,98540.66667,98566.33333,25.66666667,9.265777393,
J1201,atlanta,33.68796,-84.2904,AD00409,2023-08-31T00:00:00,0,1.89,2722.61,24.004,34.98,99900,99929.66667,29.66666667,10.896407,
J1202,atlanta,33.688,-84.2904,AD00409,2023-09-13T00:00:00,0,1.89,2732.59,24.004,34.99,99140.33333,99179.33333,39,14.27217402,
J1204,atlanta,33.68803,-84.2905,AD00407,2023-09-20T00:00:00,0,1.87,2697.28,24.002,34.71,100346,100366.3333,20.33333333,7.538458496,
J1206,atlanta,33.688,-84.2905,AD00409,2023-10-28T00:00:00,0,1.86,2678.27,24.004,34.98,99429.33333,99456.33333,27,10.08113446,
J1207,pasadena,34.1994,-118.173,AD00402,2023-09-05T00:00:00,0,1.79,2582.49,24.003,31.98,100815,100851.6667,36.66666667,14.19818341,
J1208,pasadena,34.19944,-118.173,AD00402,2023-07-30T00:00:00,0,1.79,2590.2,24.002,31.73,99937.66667,99984.33333,46.66666667,18.01662677,
J1209,atlanta,33.68797,-84.2905,AD00403,2023-08-31T00:00:00,0,1.89,2734.7,24.004,34.98,98386.66667,98409.33333,22.66666667,8.288538657,
J1210,pasadena,34.19941,-118.173,AD00402,2023-08-15T00:00:00,0,1.88,2721.23,24.004,31.99,99210.66667,99232.33333,21.66666667,7.962085772,
J1211,atlanta,33.68799,-84.2905,AD00403,2023-08-03T00:00:00,0,1.93,2785.86,24.004,58.99,100191.3333,100219.6667,28.33333333,10.17040818,
J1212,pasadena,34.19942,-118.173,AD00402,2023-09-19T00:00:00,0,1.79,2583.28,24.001,31.64,100313.6667,100337.6667,24,9.290514385,
J1213,pasadena,34.19943,-118.173,AD00402,2023-08-20T00:00:00,0,1.79,2585.07,24.004,31.98,100560,100588.3333,28.33333333,10.96037374,
J1214,atlanta,33.68796,-84.2905,AD00403,2023-08-17T00:00:00,0,1.91,2763.11,24.004,34.98,98315,98339.33333,24.33333333,8.806501852,
J1215,pasadena,34.19945,-118.173,AD00402,2023-07-26T16:00:00,0,1.84,2649.98,24.004,31.15,100804,100841.6667,37.66666667,14.21394375,
J1216,pasadena,34.19942,-118.173,AD00402,2023-09-08T00:00:00,0,1.83,2638.98,24.003,31.98,99354,99380,26,9.852291416,
J1217,pasadena,34.19941,-118.173,AD00402,2023-07-09T00:00:00,0,1.86,2680.55,24.004,31.98,98674.33333,98715,40.66666667,15.1710159,
J1219,taichung,24.16222,120.6166,AD00094,2023-09-22T00:00:00,0,1.83,2634.89,24.002,46.3,,,,,
J1220,tainan,22.99466,120.2222,AD00403,2024-04-13T01:00:00,0,1.85,2664.444,24.004,54.66,100753,100791.3333,38.33333333,14.38699156,
J1222,tainan,22.99468,120.2222,AD00403,2024-04-18T01:00:00,0,1.83,2635.6392,24.004,33.66,98233.33333,98275,41.66666667,15.80894178,
J1225,tainan,22.99467,120.2222,AD00403,2024-06-04T01:01:00,0,1.89,2613.62,22.975,22.97,97442,97582.33333,140.3333333,53.69308979,
J1228,tainan,22.99467,120.2222,AD00403,2024-06-17T01:00:00,0,1.87,2693.2488,24.004,38.43,96787.33333,96820.33333,33,12.25285982,
J1231,tainan,22.99469,120.2222,AD00403,2024-05-27T01:01:00,0,1.89,2612.34,22.979,22.97,89944,89963.66667,19.66666667,7.528371754,
J1234,tainan,22.99467,120.2222,AD00403,2024-05-22T01:01:00,0,1.89,2605.71,22.975,22.97,90107,90149.66667,42.66666667,16.37429594,
J1235,tainan,22.99464,120.2222,AD00403,2024-05-30T01:01:00,0,1.9,2624.33,22.975,22.97,97070,97112,42,16.00408485,
J1236,tainan,22.99467,120.2222,AD00403,2024-04-04T01:00:00,0,1.84,2650.0416,24.004,80,97415,97491.66667,76.66666667,28.93036346,
J1238,tainan,22.99467,120.2222,AD00403,2024-07-09T01:01:00,0,1.89,2617.17,22.975,22.97,,,,,
J1241,tainan,22.99465,120.2222,AD00403,2024-06-22T01:00:00,0,1.86,2678.8464,24.004,58.99,99426,99454,28,10.45226035,
J1242,taichung,24.16222,120.6166,AD00094,2023-09-25T00:00:00,0,1.81,2608.94,24.002,28.52,,,,,
J1255,taichung,24.16219,120.6166,AD00094,2023-12-15T01:02:00,0,1.73,318.32,3.054,3.05,,,,,
J1257,tainan,22.99467,120.2222,AD00403,2024-06-07T01:01:00,0,1.88,2595.09,22.975,22.97,96823,96861.66667,38.66666667,14.89993282,
J1258,taichung,24.16219,120.6166,AD00094,2023-10-14T00:00:00,0,1.77,2559.88,24.003,46.97,,,,,
J1259,tainan,22.99468,120.2222,AD00403,2024-04-10T01:00:00,0,1.84,2650.0416,24.004,32.33,98972,99059.66667,87.66666667,33.08124169,
J1264,adama,8.54285,39.27576,AD00091,2024-05-01T00:00:00,1,1.99,2875.73,24.004,32.98,,,,,
J1269,adama,8.542326,39.2762,AD00410,2024-07-09T06:01:00,1,1.99,2878.79,24.004,57.81,,,,,
J1271,adama,8.542791,39.27581,AD00091,2024-04-25T00:00:00,0,1.99,2878.18,24.004,41.32,97813.33333,98035.66667,222.3333333,77.24789045,
J1274,adama,8.542823,39.27576,AD00091,2024-05-11T00:00:00,0,1.98,2855.65,24.004,41.99,,,,,
J1281,adama,8.542817,39.27581,AD00091,2024-04-03T00:00:00,0,1.99,2879.15,24.004,41.98,,,,,
J1282,adama,8.54286,39.27582,AD00091,2024-05-21T00:00:00,0,1.98,2851.06,24.004,89.99,,,,,
J1284,adama,8.542845,39.27577,AD00091,2024-04-14T00:00:00,0,1.99,2878.52,24.004,41.97,98599,98824.66667,225.6666667,78.39676871,
J1288,adama,8.542796,39.27582,AD00091,2024-03-25T00:00:00,0,1.99,2879.4,24.004,41.99,95887,95990.66667,103.6666667,36.00287097,
J1298,adama,8.542759,39.27585,AD00091,2024-05-04T00:00:00,0,1.99,2875.51,24.004,41.99,,,,,
J1301,tainan,23.00223,120.2171,AD65535,2023-09-30T00:00:00,1,1.82,2622.56,24.004,32.49,,,,,
J1302,atlanta,33.82546,-84.3347,AD00414,2024-02-08T00:00:00,0,1.85,2668.32,24.004,33.65,,,,,
J1303,atlanta,33.81066,-84.3049,AD00408,2023-10-06T00:00:00,0,1.88,2716.21,24.004,34.99,,,,,
J1304,atlanta,33.81059,-84.3048,AD00407,2023-08-27T00:00:00,0,1.89,2722.71,24.004,34.98,,,,,
J1305,tainan,22.99468,120.2222,AD00403,2023-12-10T00:00:00,0,1.78,2570.2,24.003,46.97,100118.3333,100251.3333,133,51.74694576,
J1308,tainan,22.99464,120.2222,AD00403,2023-12-16T00:00:00,0,1.78,2567.64,24.003,46.97,99883.33333,99974.33333,91,35.44110545,
J1310,tainan,22.99465,120.2222,AD00403,2023-12-14T00:00:00,1,1.77,2558.51,24.003,35.21,99587,99633.33333,46.33333333,18.10949863,
J1312,tainan,22.99467,120.2222,AD00403,2024-03-29T01:00:00,0,1.85,2664.444,24.004,40.66,95224.33333,95283.66667,59.33333333,22.26856085,
J1314,taichung,24.16222,120.6166,AD00094,2023-11-06T01:01:00,0,1.74,75.2,0.719,0.71,,,,,
J1320,tainan,22.99469,120.2221,AD00403,2024-02-02T01:00:00,0,1.87,2693.2488,24.004,58.66,98792.66667,99066,273.3333333,101.4883338,
J1323,tainan,22.99467,120.2222,AD00403,2023-11-29T00:00:00,0,1.78,2573.76,24.003,46.97,97981.33333,98048.33333,67,26.03195325,
J1329,tainan,22.99467,120.2222,AD00403,2024-03-20T01:01:00,0,1.86,2570.13,22.975,22.97,96925.66667,97073.66667,148,57.5846358,
J1339,tainan,22.99465,120.2222,AD00403,2024-03-16T01:01:00,0,1.87,2582.48,22.979,22.97,97955.33333,98082.33333,127,49.17753477,
J1348,tainan,22.99466,120.2222,AD00403,2024-03-23T01:01:00,0,1.88,2600.15,22.975,22.97,96636.33333,96686,49.66666667,19.1014621,
J1357,tainan,22.99468,120.2222,AD00403,2024-03-26T01:01:00,0,1.86,2573.44,22.975,22.97,98833.33333,98902,68.66666667,26.6828318,
J1358,tainan,22.99465,120.2222,AD00403,2024-03-13T01:01:00,0,1.81,2474.74,22.793,22.79,,,,,
J1361,taichung,24.16221,120.6166,AD00094,2023-11-09T01:01:00,0,1.73,940.7,9.048,9.04,,,,,
J1370,atlanta,33.68799,-84.2904,AD00405,2024-01-19T14:00:00,0,1.76,2547.79,24.002,33.7,,,,,
J1371,atlanta,33.68814,-84.2906,AD00405,2024-01-13T00:00:00,0,1.77,2556.65,24.003,33.71,,,,,
J1372,pasadena,34.19944,-118.173,AD00402,2024-01-11T00:00:00,0,1.72,2486.51,24.004,30.96,95937.66667,95953.66667,16,6.434721759,
J1373,atlanta,33.68805,-84.2905,AD00405,2023-12-14T00:00:00,0,1.79,2583.5,24.001,33.72,96076.33333,96103,26.66666667,10.32191472,
J1374,atlanta,33.68803,-84.2905,AD00405,2023-11-19T00:00:00,0,1.78,2563.6,24.001,33.72,98887.66667,98907,19.33333333,7.54147813,
J1378,pasadena,34.19942,-118.173,AD00402,2023-11-30T00:00:00,0,1.78,2569.2,24,30.96,98153.66667,98166.66667,13,5.059940838,
J1381,pasadena,34.19944,-118.173,AD00402,2023-12-10T00:00:00,0,1.77,2553.47,24.004,54.94,96890.66667,96912.33333,21.66666667,8.485185519,
J1383,atlanta,33.68798,-84.2905,AD00405,2024-01-26T14:00:00,0,1.77,2560.25,24,33.71,,,,,
J1385,pasadena,34.19939,-118.173,AD00402,2024-01-06T00:00:00,0,1.73,2493.57,24.004,30.96,96442.33333,96455,12.66666667,5.079731737,
J1389,atlanta,33.68799,-84.2904,AD00405,2023-11-21T00:00:00,0,1.78,2563.6,24,33.73,97565.33333,97585.33333,20,7.8015291,
J1393,pasadena,34.19941,-118.173,AD00402,2024-01-26T00:00:00,0,1.72,2480.08,24.004,30.96,96318.66667,96330.66667,12,4.838553595,
J1394,pasadena,34.19938,-118.173,AD00402,2023-12-21T00:00:00,0,1.74,2519.54,24.004,30.62,96920,96927.66667,7.666666667,3.042883489,
J1395,atlanta,33.82535,-84.3347,AD00413,2024-02-17T00:00:00,0,1.84,2652.08,24.003,33.4,,,,,
J1396,pasadena,34.19946,-118.173,AD00402,2023-12-30T00:00:00,0,1.74,2506.16,24.004,30.96,97339.33333,97392.33333,53,21.1478916,
J1398,atlanta,33.68801,-84.2905,AD00405,2024-01-05T00:00:00,0,1.78,2565.25,24.001,33.71,,,,,
J1399,pasadena,34.19942,-118.173,AD00402,2023-12-12T00:00:00,0,1.76,2536.23,24.004,30.96,100427.3333,100452,24.66666667,9.725721511,
J1401,pasadena,34.19939,-118.173,AD00402,2023-11-09T00:00:00,0,1.79,2578.77,24,30.29,96743.66667,96763.33333,19.66666667,7.626374848,
J1404,pasadena,34.1994,-118.173,AD00402,2023-11-21T00:00:00,0,1.78,2570.87,24.001,30.62,97344.66667,97393,48.33333333,18.80038016,
J1406,atlanta,33.68801,-84.2905,AD00405,2023-12-24T00:00:00,0,1.79,2583.39,24.004,33.71,96925.66667,96950.66667,25,9.677207081,
J1408,pasadena,34.1994,-118.173,AD00402,2023-11-12T00:00:00,0,1.78,2576.38,24,30.96,100850.3333,100866.3333,16,6.210264014,
J1409,pasadena,34.19942,-118.173,AD00402,2023-12-15T00:00:00,0,1.75,2531.88,24.004,30.96,103506,103525.6667,19.66666667,7.767614052,
J1410,atlanta,33.68797,-84.2904,AD00405,2023-11-09T00:00:00,0,1.79,2589.83,24.001,33.72,100264.3333,100288,23.66666667,9.138308949,
J1411,pasadena,34.1995,-118.173,AD00402,2023-11-15T00:00:00,0,1.78,2575.9,24,30.96,99398,99423.33333,25.33333333,9.834750314,
J1414,pasadena,34.1995,-118.173,AD00402,2023-11-18T00:00:00,0,1.78,2569.81,24,30.96,98322.66667,98351,28.33333333,11.02545843,
J1415,pasadena,34.19947,-118.173,AD00402,2023-11-04T00:00:00,0,1.79,2582.25,24,54.94,105570.3333,105608.3333,38,14.71584858,
J1416,pasadena,34.19942,-118.173,AD00402,2023-12-24T00:00:00,0,1.74,2512.73,24.004,30.96,97284,97305,21,8.357443896,
J1417,atlanta,33.68796,-84.2904,AD00409,2023-11-09T00:00:00,0,1.8,2595,24.004,33.7,101630.3333,101667,36.66666667,14.12973667,
J1418,atlanta,33.79703,-84.323,AD00412,2024-02-28T00:00:00,0,1.71,1026.48,9.996,9.99,,,,,
J1430,manesar,28.31772,76.916,AD00408,2023-12-02T00:00:00,0,1.84,2651.98,24.004,29.94,,,,,
J1432,manesar,28.54395,77.3353,AD00409,2023-11-30T04:00:00,2,1.72,12.36,0.119,0.11,,,,,
J1437,noida,28.54394,77.33529,AD00088,2024-03-19T04:01:00,2,1.67,1545.18,15.421,15.42,97794,97871.33333,77.33333333,50.04810659,
J1440,adama,9.033278,38.76527,AD00093,2024-03-26T00:00:00,2,1.85,2674.47,24.004,25.94,,,,,
J1443,noida,28.54387,77.33528,AD00409,2023-12-29T00:00:00,0,1.43,2069.34,24.002,42.65,,,,,
J1457,noida,28.54389,77.33527,AD00409,2023-12-22T00:00:00,0,1.31,1888.61,24.003,30.17,,,,,
J1468,noida,28.54392,77.33524,AD00088,2024-05-22T05:01:00,2,1.75,1321.43,12.585,12.58,101853,101887.6667,34.66666667,26.23420587,
J1475,noida,28.54393,77.33527,AD00414,2024-07-30T00:00:00,0,1.79,2578.03,24.004,30.43,95626.33333,95729.33333,103,39.95298736,
J1477,noida,28.54386,77.33525,AD00409,2023-12-19T00:00:00,0,1.74,2517.62,24.002,43.63,,,,,
J1478,manesar,28.31763,76.91602,AD00408,2024-01-03T00:00:00,0,1.82,2626.24,24.004,43.64,,,,,
J1479,manesar,28.31763,76.91593,AD00408,2023-12-19T00:00:00,1,1.82,2627.05,24.004,25,,,,,
J1482,noida,28.54394,77.33529,AD00088,2024-06-07T04:01:00,2,1.74,1239.54,11.873,11.87,98921,98979.66667,58.66666667,47.32938563,
J1540,noida,28.54394,77.33529,AD00088,2024-05-27T04:01:00,2,1.77,9.24,0.087,0.08,92156.33333,92247.33333,91,9848.484848,
J1548,pretoria,-25.9005,28.10802,AD00104,2024-02-19T07:01:00,0,1.82,1856.23,16.975,16.97,97680.33333,97686.66667,6.333333333,3.411933507,
J1551,pretoria,-25.9005,28.10802,AD00104,2024-02-28T07:01:00,0,1.8,1840.54,16.975,16.97,100095.6667,100143.3333,47.66666667,25.89819654,
J1553,noida,28.54395,77.33526,AD00409,2023-12-03T00:00:00,0,1.65,2377.76,24.003,43.63,,,,,
J1556,noida,28.31766,76.91596,AD00408,2024-01-09T00:00:00,0,1.81,2615.89,24.004,43.97,,,,,
J1571,pretoria,-25.9005,28.10802,AD00104,2024-01-19T00:00:00,0,1.84,2659.07,24.004,40.97,99018.66667,99026,7.333333333,2.757856444,
J1574,pretoria,-25.9005,28.108,AD00104,2024-01-16T00:00:00,2,1.89,2072.41,18.2,18.2,98767.33333,98782.33333,15,7.23795002,
J1584,pretoria,-25.9005,28.10801,AD00104,2024-01-05T00:00:00,2,1.9,2083.46,18.204,18.2,,,,,
J1588,pretoria,-25.9005,28.10797,AD00104,2024-01-24T07:01:00,2,1.89,1744.63,15.366,15.36,99549,99554,5,2.86593719,
J1589,pretoria,-25.9005,28.10797,AD00104,2024-01-23T00:00:00,2,1.88,2363.56,20.854,20.85,95915.33333,95950.66667,35.33333333,14.94920092,
