"location","device","filter","day","elapsed_time","n_readings","daily_mean_pm","daily_95_pm","daily_mean_rh","daily_mean_t"
"Tainan, Taiwan","AD00403","J2238",2024-10-30,6.3,20,12.9,15.2,26.1,44.7
"Tainan, Taiwan","AD00406","J2167",2024-10-30,6.3,20,10.4,12.4,20.1,46.7
"AASTU, Ethiopia","AD00098","J1708",2024-10-28,7.7,24,2.3,3,22.2,34.5
"AASTU, Ethiopia","AD00098","J1708",2024-10-27,24,73,4.2,9.6,25.5,34.4
"Tainan, Taiwan","AD00403","J2257",2024-10-26,9.3,29,15.1,22.2,36.1,43.2
"Tainan, Taiwan","AD00406","J2183",2024-10-26,9.3,29,16.1,22.7,32.7,42.2
"Tainan, Taiwan","AD00403","J2257",2024-10-25,23.7,72,10.9,14.9,46.4,37.3
"Tainan, Taiwan","AD00406","J2183",2024-10-25,23.7,72,8.2,11.6,36.4,39.6
"Amity University Noida, India","AD00414","J1438",2024-10-24,4,13,140.6,172.6,26.8,42.6
"Tainan, Taiwan","AD00403","J2216",2024-10-24,9.3,29,6,7.4,34.6,38.8
"Tainan, Taiwan","AD00406","J2206",2024-10-24,9.3,29,6,7.3,31.9,37.5
"Amity University Noida, India","AD00414","J1436",2024-10-23,23.3,71,266.9,345.5,35.1,37.6
"Tainan, Taiwan","AD00403","J2216",2024-10-23,23.7,72,10.8,16.8,39.5,35.3
"Tainan, Taiwan","AD00406","J2206",2024-10-23,23.7,72,8,13.2,30.6,37.6
"Amity University Noida, India","AD00413","J1947",2024-10-22,0.3,2,257.9,258.7,27,43.3
"Amity University Noida, India","AD00414","J1436",2024-10-22,23.7,71,307.5,638,36.6,38.2
"Tainan, Taiwan","AD00403","J2261",2024-10-22,9.3,29,24.6,42.9,35.8,42.4
"Tainan, Taiwan","AD00406","J2161",2024-10-22,9.3,29,26.3,46.9,32.9,41.2
"Amity University Noida, India","AD00413","J1958",2024-10-21,5.7,18,178.4,265.1,20.4,46.2
"Amity University Noida, India","AD00414","J1444",2024-10-21,23.3,71,193.1,319.2,39.1,37.9
"Tainan, Taiwan","AD00403","J2261",2024-10-21,23.7,72,18.1,27.5,43.8,38.3
"Tainan, Taiwan","AD00406","J2161",2024-10-21,23.7,72,13.9,22,33.9,40.8
"Amity University Noida, India","AD00413","J1926",2024-10-20,23,70,232.8,315,32,35.6
"Amity University Noida, India","AD00414","J1488",2024-10-20,23,70,240.9,338.4,33.3,39.1
"Tainan, Taiwan","AD00403","J2221",2024-10-20,9.3,29,25.9,43.9,35.2,43.6
"Tainan, Taiwan","AD00406","J2181",2024-10-20,9,28,26.9,48.6,32.1,42.5
"Amity University Noida, India","AD00413","J1926",2024-10-19,23.7,72,195.5,335.1,27.6,36.5
"Amity University Noida, India","AD00414","J1488",2024-10-19,23.7,72,199.7,349.7,30.2,39.8
"Tainan, Taiwan","AD00403","J2221",2024-10-19,23.7,72,32.4,49.6,45.6,38
"Tainan, Taiwan","AD00406","J2181",2024-10-19,24,73,26.9,44.9,35.3,40.7
"Amity University Noida, India","AD00413","J1926",2024-10-18,23.7,72,219.9,370.2,25.2,37
"Amity University Noida, India","AD00414","J1488",2024-10-18,23.7,72,222,382.8,29,39.7
"Amity University Noida, India","AD00413","J1926",2024-10-17,23.7,72,198,289.4,21.4,40.9
"Amity University Noida, India","AD00414","J1488",2024-10-17,24,73,151.7,226.1,30.2,38.9
"Tainan, Taiwan","AD00403","J2230",2024-10-17,0.3,2,40.9,41.9,39.4,39.5
"Tainan, Taiwan","AD00403","J2248",2024-10-17,8.7,27,26,36.4,32.6,43.9
"Tainan, Taiwan","AD00406","J2185",2024-10-17,8.7,27,22,32.8,25.6,45.8
"Tainan, Taiwan","AD00406","J2190",2024-10-17,0,1,33.2,33.2,34.2,40.5
"Amity University Noida, India","AD00414","J1476",2024-10-16,22.7,68,214.6,361.7,29.1,39.1
"Tainan, Taiwan","AD00403","J2230",2024-10-16,23.7,72,25.3,43.1,42,39
"Tainan, Taiwan","AD00406","J2190",2024-10-16,24,73,20.6,33.7,33.1,41.1
"Amity University Noida, India","AD00414","J1476",2024-10-15,24,72,101.2,157.8,31.4,37.8
"Tainan, Taiwan","AD00403","J2262",2024-10-15,9.3,29,36.5,57,36.3,42.6
"Tainan, Taiwan","AD00406","J2168",2024-10-15,9.3,29,40.6,65,34.1,41.5
"Amity University Noida, India","AD00413","J1928",2024-10-14,11.3,35,111.2,322.1,21.2,39.5
"Amity University Noida, India","AD00414","J1480",2024-10-14,23,69,126.8,248.3,27.7,38
"Tainan, Taiwan","AD00403","J2262",2024-10-14,23.7,72,33.8,49.5,42.3,38.5
"Tainan, Taiwan","AD00406","J2168",2024-10-14,23.7,72,29.3,43.3,34.8,39.9
"Amity University Noida, India","AD00413","J1928",2024-10-13,23.7,72,166.8,338.3,25,35.8
"Amity University Noida, India","AD00414","J1480",2024-10-13,23.7,72,168.6,354.5,27.6,39.1
"Tainan, Taiwan","AD00403","J2245",2024-10-13,9.3,29,32,56.2,32.6,43.3
"Tainan, Taiwan","AD00406","J2188",2024-10-13,9.3,29,35.2,63.9,30.2,42.2
"Amity University Noida, India","AD00413","J1928",2024-10-12,23.7,71,149.2,285.1,28,35.7
"Amity University Noida, India","AD00414","J1480",2024-10-12,23.7,71,148.8,288.2,30.5,38.7
"Tainan, Taiwan","AD00403","J2245",2024-10-12,23.7,72,33,53.9,41.2,38.6
"Tainan, Taiwan","AD00406","J2188",2024-10-12,23.7,72,27.5,49.5,32.1,41
"Amity University Noida, India","AD00413","J1928",2024-10-11,24,73,90.1,136.7,29.7,35.3
"Amity University Noida, India","AD00414","J1480",2024-10-11,24,73,87.2,135.5,32.7,38.3
"Tainan, Taiwan","AD00403","J2227",2024-10-11,9.3,29,33.9,47.8,31.1,42.2
"Amity University Noida, India","AD00413","J1928",2024-10-10,23.7,72,80.8,133.3,24.5,40.5
"Amity University Noida, India","AD00414","J1480",2024-10-10,23.7,72,64.6,106.4,34.4,37.9
"Tainan, Taiwan","AD00403","J2227",2024-10-10,23.7,72,29.3,43.7,37.9,36.8
"Adama, Ethiopia","AD00412","J1709",2024-10-08,7.3,23,21.7,57.2,28.7,37.9
"Amity University Noida, India","AD00413","J1931",2024-10-08,20,60,110.6,186.4,24.4,42.6
"Tainan, Taiwan","AD00403","J2211",2024-10-08,1.7,6,23.5,27.2,34.6,46.4
"Adama, Ethiopia","AD00412","J1709",2024-10-07,23.7,72,37.2,90.4,37.5,29.7
"Tainan, Taiwan","AD00403","J2211",2024-10-07,24,73,13.8,24.5,37.5,39.7
"Adama, Ethiopia","AD00412","J1709",2024-10-06,23.7,68,27.5,64.6,32,32.3
"Tainan, Taiwan","AD00403","J2211",2024-10-06,23.7,72,8.5,14.4,43.1,38.9
"Adama, Ethiopia","AD00412","J1709",2024-10-05,23.7,59,27,55.5,35.1,31.9
"Tainan, Taiwan","AD00403","J2256",2024-10-05,23.6,72,17.8,30.9,45.3,38.6
"Tainan, Taiwan","AD00406","J2165",2024-10-05,23.7,72,12.2,25.1,36.1,40.4
"Adama, Ethiopia","AD00412","J1709",2024-10-04,20,54,25.5,51.5,34.7,31.6
"Adama, Ethiopia","AD00412","J1709",2024-10-03,19.3,59,29.5,72.2,37.6,28.8
"Adama, Ethiopia","AD00412","J1709",2024-10-02,16,48,18.7,34.1,17.9,43.4
"Tainan, Taiwan","AD00403","J2250",2024-09-30,9.3,29,32.4,45.1,40.4,41.7
"Tainan, Taiwan","AD00406","J2192",2024-09-30,9,28,34.6,46.7,37.1,40.4
"Tainan, Taiwan","AD00403","J2250",2024-09-29,23.7,72,22.7,31.6,41.8,39.9
"Tainan, Taiwan","AD00406","J2192",2024-09-29,24,73,11.2,17,32.6,42.3
"Adama, Ethiopia","AD00412","J1711",2024-09-27,16.7,51,62.6,135.5,19.1,44.1
"Tainan, Taiwan","AD00406","J2187",2024-09-27,9.3,29,23.2,33.8,32.8,42.1
"Amity University Noida, India","AD00414","J1455",2024-09-26,16.3,49,29.5,43.4,46.8,37.8
"Tainan, Taiwan","AD00406","J2187",2024-09-26,23.7,72,8.6,20.2,34.8,41.5
"Tainan, Taiwan","AD00403","J2243",2024-09-25,9.3,29,1.5,3.8,31.1,45.5
"Tainan, Taiwan","AD00403","J2243",2024-09-24,23.7,72,5.3,11.4,42.4,40.2
"Tainan, Taiwan","AD00403","J2233",2024-09-23,9.3,29,14.5,25.6,38,44.4
"Tainan, Taiwan","AD00406","J2205",2024-09-23,9.3,29,13.9,26.2,36.9,42.9
"Tainan, Taiwan","AD00403","J2233",2024-09-22,23.7,72,2.1,5.3,57.5,32.7
"Tainan, Taiwan","AD00406","J2205",2024-09-22,23.7,63,0.6,2.2,47.7,34.3
"Tainan, Taiwan","AD00403","J2237",2024-09-21,9.3,29,10.9,21.7,38.7,41.3
"Tainan, Taiwan","AD00406","J1971",2024-09-21,9.3,29,10.8,21.4,34.3,40.3
"Tainan, Taiwan","AD00403","J2237",2024-09-20,23.7,72,3.4,7.2,44.1,38.5
"Tainan, Taiwan","AD00406","J1971",2024-09-20,23.7,65,1.6,3.6,37,39.5
"Adama, Ethiopia","AD00410","J1924",2024-09-19,0,1,23.9,23.9,23.5,40.1
"Adama, Ethiopia","AD00412","J1692",2024-09-18,18.7,38,75.8,148.7,18.5,43.7
"Tainan, Taiwan","AD00403","J2217",2024-09-18,9.3,29,11.8,18.4,33.2,45.9
"Amity University Noida, India","AD00413","J1967",2024-09-17,0.3,2,58.8,61.6,29.3,48.5
"Amity University Noida, India","AD00414","J1454",2024-09-17,0.3,2,64.2,65.7,42.9,43.2
"Tainan, Taiwan","AD00403","J2217",2024-09-17,23.7,72,18.2,36.7,41.4,41.3
"Adama, Ethiopia","AD00412","J1681",2024-09-16,0.7,3,58.6,64.5,29.8,35.8
"Amity University Noida, India","AD00413","J1967",2024-09-16,24,72,56.2,87.7,33.1,41.8
"Amity University Noida, India","AD00414","J1454",2024-09-16,24,73,50,85.1,44.5,39.1
"Tainan, Taiwan","AD00403","J2254",2024-09-16,9.3,29,12.4,17.9,31.7,45.7
"Tainan, Taiwan","AD00406","J2195",2024-09-16,9.3,29,12.4,18.4,28.5,44.6
"Amity University Noida, India","AD00413","J1932",2024-09-15,23,68,52.6,85.3,37.6,39.2
"Amity University Noida, India","AD00414","J1554",2024-09-15,23,69,57.6,98.2,45.1,38.9
"Tainan, Taiwan","AD00403","J2254",2024-09-15,23.7,72,12.1,25.6,39.6,40.6
"Tainan, Taiwan","AD00406","J2195",2024-09-15,23.7,72,5.3,12,31.1,42.7
"Adama, Ethiopia","AD00412","J1681",2024-09-14,10.3,28,32.2,41.8,8.1,55.8
"Amity University Noida, India","AD00413","J1932",2024-09-14,23.7,72,55.8,103.1,42,37.9
"Amity University Noida, India","AD00414","J1554",2024-09-14,23.7,72,61.3,111.8,50,37.6
"Tainan, Taiwan","AD00403","J2247",2024-09-14,9.3,29,6,10.7,40.6,39.1
"Tainan, Taiwan","AD00406","J2173",2024-09-14,9.3,29,5.6,9.8,37.4,37.6
"Amity University Noida, India","AD00413","J1932",2024-09-13,24,70,49.9,104,48.2,33.7
"Amity University Noida, India","AD00414","J1554",2024-09-13,24,72,54.6,111.9,57.8,33.7
"Tainan, Taiwan","AD00403","J2247",2024-09-13,23.7,72,7.2,15.1,41.4,38
"Tainan, Taiwan","AD00406","J2173",2024-09-13,23.7,72,3.2,8.3,32.3,40.4
"Amity University Noida, India","AD00413","J1932",2024-09-12,23.6,71,16.2,43.8,43.5,36.7
"Amity University Noida, India","AD00414","J1554",2024-09-12,23.6,71,15.6,41.6,60.9,32.6
"Tainan, Taiwan","AD00403","J1273",2024-09-12,9.3,29,26,30.3,35.7,43.3
"Tainan, Taiwan","AD00406","J1627",2024-09-12,9.3,29,28,33.1,33.1,42.1
"Tainan, Taiwan","AD00403","J1273",2024-09-11,23.7,72,14.8,22.6,40.6,40.9
"Tainan, Taiwan","AD00406","J1627",2024-09-11,23.7,72,7.5,12.3,34.6,41.6
"AASTU, Ethiopia","AD00098","J1955",2024-09-10,4.3,11,10.2,14.3,17.3,41.8
"Amity University Noida, India","AD00413","J1951",2024-09-06,0.3,2,38.2,40.8,44.2,36.5
"Amity University Noida, India","AD00414","J1456",2024-09-06,0.3,2,39.1,42.2,54.1,35.5
"Amity University Noida, India","AD00413","J1951",2024-09-05,23.7,72,80.6,119,34,42.5
"Amity University Noida, India","AD00414","J1456",2024-09-05,23.7,72,69.3,103.4,48,38.9
"AASTU, Ethiopia","AD00098","J1875",2024-09-04,7.3,20,25.6,38.9,25.3,36.7
"Adama, Ethiopia","AD00412","J1888",2024-09-04,18.3,2,35.9,38.3,31.7,37.4
"Amity University Noida, India","AD00413","J1938",2024-09-04,6,19,25.8,47.2,36.2,40.7
"Amity University Noida, India","AD00414","J1544",2024-09-04,6,19,25.7,47.5,42.8,40.6
"AASTU, Ethiopia","AD00098","J1875",2024-09-03,9.7,29,32.3,43.7,20.8,40
"Amity University Noida, India","AD00413","J1938",2024-09-03,23.7,71,48.6,77.5,38.2,39.8
"Amity University Noida, India","AD00414","J1544",2024-09-03,24,73,49.9,80.7,44.6,40
"Amity University Noida, India","AD00413","J1938",2024-09-02,24,72,54.1,88.4,34.9,42.5
"Amity University Noida, India","AD00414","J1544",2024-09-02,23.7,71,53.8,90.4,48.2,39.1
"Adama, Ethiopia","AD00412","J1962",2024-09-01,0.3,2,152.1,182.9,32.2,30
"Amity University Noida, India","AD00414","J1424",2024-09-01,23.3,71,62.6,88.3,43,41.9
"AASTU, Ethiopia","AD00098","J1781",2024-08-31,2,2,20.5,27,26.3,35.9
"Adama, Ethiopia","AD00412","J1962",2024-08-31,0,1,19.6,19.6,26.7,36.2
"Amity University Noida, India","AD00414","J1424",2024-08-31,23.7,70,50.4,68.7,43,42
"AASTU, Ethiopia","AD00098","J1781",2024-08-30,2,2,21.1,25.5,19.9,40.3
"Adama, Ethiopia","AD00412","J1962",2024-08-30,5,16,27.1,38.2,7.3,59.7
"Amity University Noida, India","AD00413","J1952",2024-08-30,6.7,20,38.8,50.3,30.6,46.8
"Amity University Noida, India","AD00414","J1467",2024-08-30,6.3,20,37.4,49.8,40.1,47
"Amity University Noida, India","AD00413","J1952",2024-08-29,23,70,79.4,163.8,39.8,39.8
"Amity University Noida, India","AD00414","J1467",2024-08-29,23.3,71,70.2,150.5,52.2,37.3
"Amity University Noida, India","AD00413","J1952",2024-08-27,4.3,14,25.6,46.2,31.7,42.9
"Amity University Noida, India","AD00414","J1467",2024-08-27,4.3,14,22.2,40.2,43.8,39.8
"Tainan, Taiwan","AD00403","J1265",2024-08-27,9.3,29,13.2,17.2,28.6,47.2
"Tainan, Taiwan","AD00406","J1644",2024-08-27,9.3,29,11.5,13.4,27.2,45.9
"Amity University Noida, India","AD00413","J1929",2024-08-26,23,66,45.9,70.6,42.2,37.5
"Amity University Noida, India","AD00414","J1563",2024-08-26,23,67,49.4,79.3,49.6,37.7
"Tainan, Taiwan","AD00403","J1265",2024-08-26,23.7,72,15.4,21.3,40.3,40.2
"Tainan, Taiwan","AD00406","J1644",2024-08-26,23.7,72,6.3,11.2,33.8,41.2
"Amity University Noida, India","AD00413","J1929",2024-08-25,24,73,39.7,62,41.3,38.5
"Amity University Noida, India","AD00414","J1563",2024-08-25,24,73,44,69.6,44.9,40.1
"Tainan, Taiwan","AD00403","J1290",2024-08-25,9.3,29,13.9,20.3,26.8,48.1
"Tainan, Taiwan","AD00406","J1674",2024-08-25,9.3,29,12.2,14.7,25.4,46.9
"Amity University Noida, India","AD00413","J1929",2024-08-24,23.7,71,46.1,66.9,36.4,42.2
"Amity University Noida, India","AD00414","J1563",2024-08-24,23.7,72,46.5,67.7,47.2,39.9
"Tainan, Taiwan","AD00403","J1290",2024-08-24,23.7,72,11.3,15,43,38.5
"Tainan, Taiwan","AD00406","J1674",2024-08-24,23.7,72,5.3,9,35.9,39.7
"Amity University Noida, India","AD00414","J1462",2024-08-23,5.3,17,44.8,63.6,48.8,38.7
"Tainan, Taiwan","AD00403","J1276",2024-08-23,9.3,29,12.2,15.8,29.6,46.9
"Tainan, Taiwan","AD00406","J1652",2024-08-23,9.3,29,11.1,15.3,28.8,45.5
"Amity University Noida, India","AD00413","J1930",2024-08-22,22.6,69,42.5,81.1,34.6,43
"Amity University Noida, India","AD00414","J1462",2024-08-22,24,73,40.4,81.3,45.2,40.7
"Tainan, Taiwan","AD00403","J1276",2024-08-22,23.7,72,12.8,15.4,41.8,40.9
"Tainan, Taiwan","AD00406","J1652",2024-08-22,23.7,72,5.3,7.7,35,41.8
"AASTU, Ethiopia","AD00098","J1784",2024-08-21,4.7,8,11.8,20.1,34.2,30.4
"Amity University Noida, India","AD00413","J1977",2024-08-21,23.3,70,52.4,85,45.3,37.2
"Amity University Noida, India","AD00414","J1567",2024-08-21,23.3,71,56.9,92.5,44.6,40.8
"AASTU, Ethiopia","AD00098","J1868",2024-08-20,7.7,24,21.6,39.7,27,35.4
"Adama, Ethiopia","AD00412","J1963",2024-08-20,1.7,6,61.9,78.6,16,47.1
"Amity University Noida, India","AD00413","J1977",2024-08-20,23.7,72,43.5,64.6,47.4,36.6
"Amity University Noida, India","AD00414","J1567",2024-08-20,23.7,72,46.1,68.2,46.1,40.2
"Tainan, Taiwan","AD00403","J1263",2024-08-20,9.3,29,4.9,9.1,40.8,40.5
"Tainan, Taiwan","AD00406","J1636",2024-08-20,9,28,3.8,6.1,37.7,39.2
"AASTU, Ethiopia","AD00098","J1789",2024-08-19,0,1,1.1,1.1,40.2,27.6
"Amity University Noida, India","AD00413","J1977",2024-08-19,23.7,71,38.9,53.2,45.7,37
"Amity University Noida, India","AD00414","J1567",2024-08-19,23.7,71,41.5,57.8,46.1,39.7
"Tainan, Taiwan","AD00403","J1263",2024-08-19,23.7,72,4.6,12.1,55.3,33.4
"Tainan, Taiwan","AD00406","J1636",2024-08-19,24,73,1.4,4.8,47.3,34.2
"Amity University Noida, India","AD00413","J1977",2024-08-18,23.7,71,58.9,104.1,48,37
"Amity University Noida, India","AD00414","J1567",2024-08-18,23.7,71,61.9,110.1,47.1,40.5
"Adama, Ethiopia","AD00410","J1913",2024-08-17,0.3,2,290,424.1,8.6,44.4
"Amity University Noida, India","AD00413","J1977",2024-08-17,23.7,72,54.1,78.8,42.5,39.1
"Amity University Noida, India","AD00414","J1567",2024-08-17,23.7,72,57.4,84.5,44.3,41.6
"Adama, Ethiopia","AD00410","J1913",2024-08-16,24,73,283.5,677.1,13.4,62.7
"Amity University Noida, India","AD00413","J1977",2024-08-16,24,73,41.4,75.7,40.9,40.3
"Amity University Noida, India","AD00414","J1567",2024-08-16,23.7,72,43.2,77.6,47.6,40.3
"Tainan, Taiwan","AD00403","J1293",2024-08-16,9.3,29,3.9,6.4,37.4,42.8
"Tainan, Taiwan","AD00406","J1630",2024-08-16,9,28,3.5,5.9,34.1,41.9
"Adama, Ethiopia","AD00410","J1890",2024-08-15,6.3,20,15.2,28.4,26.6,42.4
"Amity University Noida, India","AD00413","J1977",2024-08-15,23.7,72,42.6,62.7,36.3,43.1
"Amity University Noida, India","AD00414","J1567",2024-08-15,24,73,40.1,67.4,51,39.2
"Tainan, Taiwan","AD00403","J1293",2024-08-15,23.6,72,5.6,9.5,51,35.8
"Tainan, Taiwan","AD00406","J1630",2024-08-15,24,73,1.8,3.9,43.4,36.6
"Adama, Ethiopia","AD00410","J1890",2024-08-14,23.7,72,21.3,53.1,36.2,32.3
"Amity University Noida, India","AD00413","J1502",2024-08-14,6.3,18,27.5,37.1,37.2,43.2
"Amity University Noida, India","AD00414","J1862",2024-08-14,6,15,29,39.2,43.2,43
"Tainan, Taiwan","AD00403","J1297",2024-08-14,9.3,29,7.6,15.3,36.6,43.2
"Tainan, Taiwan","AD00406","J1633",2024-08-14,9.3,29,6.6,14.1,32.9,42.3
"AASTU, Ethiopia","AD00098","J1874",2024-08-13,2.3,4,23,42.3,36.9,31
"Adama, Ethiopia","AD00410","J1890",2024-08-13,23.7,72,19.5,38.2,37.1,31.7
"Amity University Noida, India","AD00413","J1502",2024-08-13,23.7,71,44.5,73.1,39.9,41.4
"Amity University Noida, India","AD00414","J1862",2024-08-13,24,73,43.9,75.9,53.1,38.3
"Tainan, Taiwan","AD00403","J1297",2024-08-13,23.7,72,10.6,18.6,42.8,40.3
"Tainan, Taiwan","AD00406","J1633",2024-08-13,23.7,72,4.8,9.3,35.7,41.3
"AASTU, Ethiopia","AD00098","J1874",2024-08-12,3,9,54.4,75.4,33.1,31.9
"Adama, Ethiopia","AD00410","J1890",2024-08-12,24,73,24.9,65.7,33.9,34.3
"Adama, Ethiopia","AD00410","J1923",2024-08-12,0,1,21.7,21.7,35.8,33.7
"Amity University Noida, India","AD00413","J1524",2024-08-12,23,70,33.2,49.7,47.5,37.3
"Amity University Noida, India","AD00414","J1855",2024-08-12,23,70,37.5,55.6,53.7,37.4
"AASTU, Ethiopia","AD00098","J1876",2024-08-11,7.3,19,19.2,36.4,34.6,34.7
"Adama, Ethiopia","AD00410","J1923",2024-08-11,23.7,72,23.9,60.5,32.6,34.5
"Amity University Noida, India","AD00413","J1524",2024-08-11,23.7,72,39.2,62.3,46.3,37.4
"Amity University Noida, India","AD00414","J1855",2024-08-11,23.7,72,52.6,87.9,52.7,37.5
"Tainan, Taiwan","AD00403","J1267",2024-08-11,9.7,30,6.5,9.2,33.9,43.9
"Tainan, Taiwan","AD00406","J1634",2024-08-11,9.7,30,2.8,4.9,28.3,44.4
"AASTU, Ethiopia","AD00098","J1876",2024-08-10,24,72,29.9,69.9,37.9,29.9
"Adama, Ethiopia","AD00410","J1980",2024-08-10,1.7,6,16.6,25,41.1,33.5
"Amity University Noida, India","AD00413","J1524",2024-08-10,23.7,71,56.2,106.7,45.3,38.1
"Amity University Noida, India","AD00414","J1855",2024-08-10,23.7,71,65.3,129.1,52.3,38.3
"Tainan, Taiwan","AD00403","J1286",2024-08-10,23.3,71,17.6,34.2,53.8,34.4
"Tainan, Taiwan","AD00406","J1628",2024-08-10,23.3,71,7.3,15.3,45.6,35.4
"Adama, Ethiopia","AD00410","J1980",2024-08-09,24,73,12.6,23,38.3,32.9
"Amity University Noida, India","AD00413","J1524",2024-08-09,24,73,44.2,75.3,40.5,40.9
"Amity University Noida, India","AD00414","J1855",2024-08-09,24,73,48.4,75.9,54.8,37.5
"Tainan, Taiwan","AD00403","J1268",2024-08-09,9.3,29,12,16.3,56.5,34.7
"Tainan, Taiwan","AD00406","J1123",2024-08-09,9.3,29,11.7,16,50.4,33.3
"Adama, Ethiopia","AD00410","J1903",2024-08-08,0,1,17.7,17.7,39.6,31.6
"Amity University Noida, India","AD00413","J1489",2024-08-08,22.7,67,35,58.5,44.4,38.3
"Amity University Noida, India","AD00414","J1797",2024-08-08,22.7,69,44.7,75.2,50.8,38.4
"Tainan, Taiwan","AD00403","J1268",2024-08-08,23.7,72,13.2,21.6,45.2,39.4
"Tainan, Taiwan","AD00406","J1123",2024-08-08,23.7,72,6.6,11.4,34.9,41.8
"Adama, Ethiopia","AD00410","J1903",2024-08-07,24,73,24.4,78.3,34.5,33.9
"Amity University Noida, India","AD00413","J1489",2024-08-07,24,71,38.2,58.8,44.1,38.8
"Amity University Noida, India","AD00414","J1797",2024-08-07,24,73,45,87.4,56.8,36.2
"Tainan, Taiwan","AD00403","J1289",2024-08-07,9.3,29,14.5,17.8,28.2,49.5
"Tainan, Taiwan","AD00406","J1631",2024-08-07,9.3,29,14.2,17.2,26.9,48
"Adama, Ethiopia","AD00410","J1911",2024-08-06,8.3,26,12.6,21.2,36.6,35.5
"Tainan, Taiwan","AD00403","J1289",2024-08-06,23.7,72,7.9,16.9,49.7,36.4
"Tainan, Taiwan","AD00406","J1631",2024-08-06,23.7,72,3.2,9.4,41.5,37.5
"Adama, Ethiopia","AD00410","J1911",2024-08-05,23.7,72,15.7,29.8,39.2,31.5
"Adama, Ethiopia","AD00410","J1922",2024-08-03,13.7,42,26.3,68.1,37.4,34.2
"Adama, Ethiopia","AD00410","J1922",2024-08-02,24,73,19.5,68,35.5,33
"Amity University Noida, India","AD00414","J1871",2024-08-02,23.3,69,43.6,82.3,51.5,38.4
"Adama, Ethiopia","AD00410","J1239",2024-08-01,9.3,29,28.2,92.9,30.6,38.7
"Amity University Noida, India","AD00413","J1532",2024-08-01,7,22,16.2,36,33.3,43.6
"Amity University Noida, India","AD00414","J1865",2024-08-01,6.7,21,19,41.3,46.8,41.7
"Tainan, Taiwan","AD00403","J1291",2024-08-01,9.3,29,5.6,7.5,30,47.8
"Tainan, Taiwan","AD00406","J1162",2024-08-01,9,28,5,7,27.9,46.3
"AASTU, Ethiopia","AD00098","J1680",2024-07-31,6.7,15,14.8,32.9,33.3,33.9
"Adama, Ethiopia","AD00410","J1239",2024-07-31,23.7,72,31.9,109.3,35.7,32.9
"Amity University Noida, India","AD00413","J1532",2024-07-31,23.7,71,25.6,46.9,39.2,41.8
"Amity University Noida, India","AD00414","J1865",2024-07-31,23.7,72,25.2,45.5,52.3,38.9
"Tainan, Taiwan","AD00403","J1291",2024-07-31,23.7,72,4.2,6.5,46.4,38.4
"Tainan, Taiwan","AD00406","J1162",2024-07-31,24,73,1.5,2.7,35.2,41.3
"AASTU, Ethiopia","AD00098","J1680",2024-07-30,23.7,71,27.8,41,38,27.8
"Adama, Ethiopia","AD00410","J1239",2024-07-30,23.7,72,21.1,37.2,33.8,34.5
"Amity University Noida, India","AD00413","J1522",2024-07-30,5.7,18,47.6,85.3,35.4,45.4
"Amity University Noida, India","AD00414","J1475",2024-07-30,5.7,18,45.7,70.3,35.7,49.2
"Tainan, Taiwan","AD00403","J1227",2024-07-30,9.3,29,2.1,5,34.1,44.8
"Tainan, Taiwan","AD00406","J1157",2024-07-30,9.3,29,1.6,4.5,32.1,43.7
"AASTU, Ethiopia","AD00098","J1680",2024-07-29,24,73,22.4,34,33.1,31.1
"Adama, Ethiopia","AD00410","J1270",2024-07-29,9.3,29,15.9,27.4,33.4,34.7
"Adama, Ethiopia","AD00412","J1685",2024-07-29,8.7,9,4998.1,4998.7,15.4,50.1
"Amity University Noida, India","AD00413","J1522",2024-07-29,24,68,76.8,117.8,35.8,44.2
"Amity University Noida, India","AD00414","J1475",2024-07-29,24,69,65.5,105.1,44.8,42.8
"Tainan, Taiwan","AD00403","J1227",2024-07-29,23.7,72,10.6,17.7,51.6,36.7
"Tainan, Taiwan","AD00406","J1157",2024-07-29,23.6,72,4.8,8.2,39.7,39.1
"Amity University Noida, India","AD00413","J1543",2024-07-28,22.7,67,46.9,72.7,40.8,40.4
"Amity University Noida, India","AD00414","J1796",2024-07-28,23,69,40.1,61.9,42.8,42.9
"Adama, Ethiopia","AD00410","J1233",2024-07-27,9.3,29,11.5,20.2,32.7,38.2
"Amity University Noida, India","AD00413","J1543",2024-07-27,23.7,70,59.7,115,39.6,42.1
"Amity University Noida, India","AD00414","J1796",2024-07-27,23.7,70,53.7,103.5,45.9,42.2
"Adama, Ethiopia","AD00410","J1233",2024-07-26,23.7,72,15.8,29.1,37.7,32
"Amity University Noida, India","AD00413","J1543",2024-07-26,24,72,109.2,189,36.4,43.9
"Amity University Noida, India","AD00414","J1796",2024-07-26,24,70,91.8,169.4,50.2,40.3
"AASTU, Ethiopia","AD00098","J1275",2024-07-25,7.3,21,34.6,60,27.1,36.5
"Adama, Ethiopia","AD00410","J1285",2024-07-25,1.3,5,48.2,58.9,39.3,31
"Adama, Ethiopia","AD00412","J1675",2024-07-25,0.7,3,42.2,42.9,38.9,31.1
"AASTU, Ethiopia","AD00098","J1275",2024-07-24,24,72,30.6,52,36.2,30.3
"Adama, Ethiopia","AD00410","J1285",2024-07-24,23.7,72,34.8,88.7,34.5,33.2
